# Date:     2022-12-06 07:19:44
# Database: ocvs
# Target:   smc_rrlyr
# Query:    TRUE 
# Objects:  6786
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-RRLYR-0001	RRab	4.977960	-74.701167	19.050	19.564	0.514	0.55881450	0.00000090	6000.53594	0.669	0.431	4.215	0.337	2.199	-99.99	SMC139.8.421	SMC709.17.2320	-99.99	
OGLE-SMC-RRLYR-0002	RRab	4.978245	-74.558528	19.004	19.597	0.593	0.59479400	0.00000190	6000.46150	0.422	0.458	4.423	0.328	2.789	-99.99	SMC139.7.194	SMC714.16.360	-99.99	
OGLE-SMC-RRLYR-0003	RRab	5.071125	-71.957333	19.155	19.767	0.612	0.65067950	0.00000330	6000.38613	0.279	0.323	4.450	0.151	3.062	-99.99	SMC140.6.43095	SMC707.30.5621	-99.99	
OGLE-SMC-RRLYR-0004	RRd	5.087880	-74.782250	19.256	19.718	0.462	0.37421280	0.00000140	6000.09359	0.282	0.204	4.869	0.103	2.931	-99.99	SMC139.8.477	SMC709.17.2420	-99.99	
OGLE-SMC-RRLYR-0005	RRab	5.091000	-74.383250	19.052	19.641	0.589	0.56526510	0.00000200	6000.02632	0.529	0.353	4.149	0.148	2.150	-99.99	SMC139.6.562	SMC714.16.2570	-99.99	
OGLE-SMC-RRLYR-0006	RRab	5.138835	-74.732806	18.994	19.536	0.542	0.54718430	0.00000080	6000.34708	0.693	0.454	4.263	0.354	2.107	-99.99	SMC139.8.242	SMC714.07.2787	-99.99	
OGLE-SMC-RRLYR-0007	RRc	5.204535	-74.455611	19.287	19.692	0.405	0.35452750	0.00000120	6000.30052	0.360	0.180	5.017	0.000	-99.99	-99.99	SMC139.6.611	SMC714.15.2692	-99.99	
OGLE-SMC-RRLYR-0008	RRab	5.205660	-72.052667	19.151	19.732	0.581	0.63287670	0.00000210	6000.13389	0.357	0.425	4.452	0.286	3.075	-99.99	SMC140.6.514	SMC707.30.1417	-99.99	
OGLE-SMC-RRLYR-0009	RRab	5.239245	-72.201194	18.900	-99.99	-99.99	0.69476150	0.00000170	6000.10571	0.419	0.366	4.020	0.245	-99.99	-99.99	SMC140.7.524	SMC707.30.695D	-99.99	
OGLE-SMC-RRLYR-0010	RRab	5.248710	-74.292056	19.253	19.767	0.514	0.55302730	0.00000220	6000.12176	0.389	0.296	4.343	0.206	2.531	-99.99	SMC139.5.675	SMC714.24.469	-99.99	
OGLE-SMC-RRLYR-0011	RRab	5.277375	-71.943778	19.162	19.777	0.615	0.59576430	0.00000180	6000.23186	0.452	0.381	4.233	0.292	2.606	-99.99	SMC140.6.43373	SMC707.29.29930	-99.99	
OGLE-SMC-RRLYR-0012	RRab	5.349870	-72.259361	19.186	19.788	0.602	0.62563210	0.00000170	6000.61234	0.436	0.378	4.408	0.339	2.844	-99.99	SMC140.8.9103	SMC707.21.7069	-99.99	
OGLE-SMC-RRLYR-0013	RRab	5.411295	-74.727222	19.022	19.626	0.604	0.67117850	0.00000340	6000.54866	0.358	0.370	4.652	0.252	2.979	-99.99	SMC139.8.350	SMC714.07.2813	-99.99	
OGLE-SMC-RRLYR-0014	RRab	5.457840	-73.547639	19.158	19.757	0.599	0.60438490	0.00000140	6000.18119	0.535	0.372	4.332	0.390	2.400	-99.99	SMC135.8.740	SMC708.19.4690	-99.99	
OGLE-SMC-RRLYR-0015	RRab	5.464125	-73.740167	19.126	19.726	0.600	0.60999300	0.00000170	6000.09066	0.460	0.434	4.436	0.313	2.729	-99.99	SMC138.5.632	SMC708.19.485	-99.99	
OGLE-SMC-RRLYR-0016	RRab	5.464335	-72.180528	18.160	18.897	0.737	0.65389820	0.00000300	6000.43777	0.122	0.352	4.063	0.314	2.380	-99.99	SMC140.7.2598	SMC707.29.2614	-99.99	
OGLE-SMC-RRLYR-0017	RRd	5.477415	-73.588028	14.950	15.420	0.470	0.40508730	0.00000040	6000.29398	0.250	0.171	5.203	0.086	3.707	-99.99	SMC135.8.10	SMC708.19.4187	AR Tuc	
OGLE-SMC-RRLYR-0018	RRab	5.489085	-73.935306	19.354	19.866	0.512	0.56080350	0.00000450	6000.43604	0.392	0.293	4.081	0.000	-99.99	-99.99	SMC138.7.1118	SMC714.32.978	-99.99	
OGLE-SMC-RRLYR-0019	RRab	5.508090	-73.246833	18.876	19.492	0.616	0.66879170	0.00000310	6000.59154	0.351	0.418	4.486	0.300	3.124	-99.99	SMC135.6.253	SMC708.27.3792	-99.99	
OGLE-SMC-RRLYR-0020	RRc	5.510160	-74.733694	19.085	19.575	0.490	0.35192030	0.00000120	6000.00855	0.279	0.110	5.050	0.000	-99.99	-99.99	SMC139.8.1884	SMC714.07.2795	-99.99	
OGLE-SMC-RRLYR-0021	RRc	5.553090	-74.711083	19.349	19.689	0.340	0.28489000	0.00000190	6000.23408	0.204	0.000	-99.99	0.244	1.095	-99.99	SMC139.8.1897	SMC714.07.3050	-99.99	
OGLE-SMC-RRLYR-0022	RRab	5.576535	-74.648333	19.254	19.776	0.522	0.59274380	0.00000160	6000.54115	0.479	0.425	4.196	0.312	2.083	-99.99	SMC139.7.2049	SMC714.15.242	-99.99	
OGLE-SMC-RRLYR-0023	RRab	5.584290	-74.529000	19.052	19.580	0.528	0.58802060	0.00000150	6000.12709	0.555	0.402	4.267	0.355	2.322	-99.99	SMC139.7.1797	SMC714.15.437	-99.99	
OGLE-SMC-RRLYR-0024	RRd	5.624250	-74.044250	19.281	19.765	0.484	0.36658660	0.00000160	6000.33476	0.279	0.228	4.703	0.150	2.401	-99.99	SMC138.7.712	SMC708.10.826	-99.99	
OGLE-SMC-RRLYR-0025	RRab	5.630505	-74.787778	18.846	19.497	0.651	0.64291780	0.00000350	6000.29912	0.258	0.357	4.547	0.175	3.266	-99.99	SMC139.8.1695	SMC714.07.2703	-99.99	
OGLE-SMC-RRLYR-0026	RRc	5.636670	-71.991917	19.290	19.814	0.524	0.36164260	0.00000120	6000.08672	0.247	0.154	4.625	0.111	3.233	-99.99	SMC140.6.50836	SMC707.29.32137	-99.99	
OGLE-SMC-RRLYR-0027	RRab	5.638995	-72.230444	19.055	19.610	0.555	0.57218520	0.00000080	6000.08367	0.597	0.405	4.184	0.332	2.158	-99.99	SMC140.7.8047	SMC707.21.5925	-99.99	
OGLE-SMC-RRLYR-0028	RRc	5.653920	-74.057000	19.190	19.928	0.738	0.36968570	0.00000630	6000.01156	0.277	0.000	-99.99	0.000	-99.99	-99.99	SMC138.7.737	SMC708.10.520D	-99.99	
OGLE-SMC-RRLYR-0029	RRab	5.674710	-74.086639	19.067	19.639	0.572	0.59371350	0.00000230	6000.44953	0.474	0.405	4.221	0.332	2.224	-99.99	SMC138.8.647	SMC714.24.3788	-99.99	
OGLE-SMC-RRLYR-0030	RRab	5.682660	-71.955722	18.990	19.531	0.541	0.61589210	0.00000110	6000.54821	0.489	0.378	4.258	0.381	2.383	-99.99	SMC140.6.49841	SMC707.29.29783	-99.99	
OGLE-SMC-RRLYR-0031	RRab	5.683455	-71.861778	19.207	19.724	0.517	0.53180530	0.00000150	6000.43882	0.473	0.364	4.131	0.285	2.202	-99.99	SMC140.5.3642	SMC706.06.1673	-99.99	
OGLE-SMC-RRLYR-0032	RRc	5.699130	-72.992556	19.223	19.609	0.386	0.34146030	0.00000080	6000.33278	0.308	0.188	5.059	0.000	-99.99	-99.99	SMC136.8.541	SMC707.04.3465	-99.99	
OGLE-SMC-RRLYR-0033	RRab	5.699250	-74.317417	19.051	19.664	0.613	0.60511570	0.00000280	6000.12951	0.399	0.354	4.280	0.253	2.549	-99.99	SMC139.5.3066	SMC708.02.828	-99.99	
OGLE-SMC-RRLYR-0034	RRab	5.707380	-73.461556	19.006	-99.99	-99.99	0.57410520	0.00000200	6000.40447	0.604	0.487	4.182	0.389	2.136	-99.99	SMC135.7.870	SMC708.19.1834D	-99.99	
OGLE-SMC-RRLYR-0035	RRc	5.722590	-73.483028	18.940	19.356	0.416	0.34389660	0.00000150	6000.25563	0.298	0.132	4.341	0.098	-99.99	-99.99	SMC135.8.506	SMC708.18.2384D	-99.99	
OGLE-SMC-RRLYR-0036	RRab	5.749335	-72.562500	19.073	19.635	0.562	0.52222270	0.00000080	6000.15563	0.815	0.454	4.037	0.397	2.010	-99.99	SMC136.5.857	SMC707.12.1001D	-99.99	
OGLE-SMC-RRLYR-0037	RRd	5.761455	-73.939972	19.258	19.854	0.596	0.39388560	0.00000330	6000.07562	0.263	0.345	5.175	0.201	4.146	-99.99	SMC138.7.826	SMC708.09.753	-99.99	
OGLE-SMC-RRLYR-0038	RRab	5.780535	-73.436556	19.344	-99.99	-99.99	0.52308930	0.00000170	6000.51995	0.440	0.199	4.334	0.000	-99.99	-99.99	SMC135.7.930	SMC708.26.569D	-99.99	
OGLE-SMC-RRLYR-0039	RRab	5.783625	-73.743361	19.184	19.745	0.561	0.58353250	0.00000410	6000.05720	0.465	0.400	4.469	0.295	2.506	-99.99	SMC138.5.950	SMC708.18.496	-99.99	
OGLE-SMC-RRLYR-0040	RRc	5.784495	-74.179722	19.019	19.566	0.547	0.39491130	0.00000120	6000.20968	0.313	0.211	4.832	0.136	2.871	-99.99	SMC138.8.747	SMC714.23.4113	-99.99	
OGLE-SMC-RRLYR-0041	RRab	5.799870	-72.870583	19.159	19.732	0.573	0.59520260	0.00000090	6000.35400	0.529	0.395	4.298	0.304	2.309	-99.99	SMC136.7.970	SMC707.03.3771	-99.99	
OGLE-SMC-RRLYR-0042	RRab	5.819535	-73.097972	18.948	19.537	0.589	0.57228710	0.00000070	6000.11826	0.625	0.486	4.212	0.345	2.309	-99.99	SMC135.5.442	SMC707.03.360	-99.99	
OGLE-SMC-RRLYR-0043	RRab	5.830710	-74.292944	19.157	19.688	0.531	0.62452780	0.00000130	6000.39631	0.680	0.512	4.351	0.346	2.701	-99.99	SMC139.5.3167	SMC714.23.505	-99.99	
OGLE-SMC-RRLYR-0044	RRab	5.848995	-72.051500	18.719	19.377	0.658	0.63228550	0.00000160	6000.62015	0.349	0.471	4.432	0.311	2.788	-99.99	SMC140.6.28104	SMC707.28.27212	-99.99	
OGLE-SMC-RRLYR-0045	RRab	5.855205	-72.326639	19.371	19.897	0.526	0.51126930	0.00000200	6000.12697	0.380	0.164	5.111	0.124	5.795	-99.99	SMC140.8.4789	SMC707.20.9087	-99.99	
OGLE-SMC-RRLYR-0046	RRab	5.859705	-73.799972	18.987	19.615	0.628	0.73070660	0.00000430	6000.01067	0.254	0.365	4.656	0.220	2.911	-99.99	SMC138.6.4482	SMC714.31.5430	-99.99	
OGLE-SMC-RRLYR-0047	RRab	5.863995	-73.229417	19.072	19.597	0.525	0.55919270	0.00000080	6000.54984	0.664	0.407	4.078	0.326	2.076	-99.99	SMC135.6.495	SMC708.26.3957	-99.99	
OGLE-SMC-RRLYR-0048	RRab	5.884785	-74.037556	18.932	19.671	0.739	0.59105170	0.00000160	6000.13598	0.519	0.406	4.226	0.347	2.339	-99.99	SMC138.7.4415	SMC714.31.393	-99.99	
OGLE-SMC-RRLYR-0049	RRab	5.893170	-73.889694	18.908	19.393	0.485	0.58721250	0.00000100	6000.04051	0.674	0.453	4.136	0.343	2.223	-99.99	SMC138.6.4515	SMC714.31.5104	-99.99	
OGLE-SMC-RRLYR-0050	RRc	5.918505	-73.046361	18.937	19.392	0.455	0.34858250	0.00000060	6000.15201	0.362	0.219	4.766	0.121	2.973	-99.99	SMC135.5.512	SMC707.03.471	-99.99	
OGLE-SMC-RRLYR-0051	RRab	5.918910	-72.100000	13.233	13.710	0.477	0.73708130	0.00000030	6000.17051	0.666	0.443	4.580	0.228	3.233	-99.99	SMC140.7.47513	SMC707.28.525	NGC104 V09 HV810	
OGLE-SMC-RRLYR-0052	RRab	5.919495	-72.456417	17.857	18.705	0.848	0.59318710	0.00000060	6000.50019	0.231	0.478	4.148	0.341	2.129	-99.99	SMC136.5.239	SMC707.20.326	-99.99	
OGLE-SMC-RRLYR-0053	RRab	5.980170	-72.590500	19.253	19.794	0.541	0.55645680	0.00000270	6000.18267	0.374	0.319	5.077	0.324	3.267	-99.99	SMC136.6.696	SMC707.11.4972	-99.99	
OGLE-SMC-RRLYR-0054	RRab	6.011580	-72.654583	19.245	19.828	0.583	0.58198320	0.00000100	6000.43808	0.586	0.506	4.212	0.398	2.481	-99.99	SMC136.6.714	SMC707.11.4693	-99.99	
OGLE-SMC-RRLYR-0055	RRd	6.023250	-73.728167	19.268	19.746	0.478	0.36052340	0.00000200	6000.05986	0.249	0.220	4.943	0.000	-99.99	-99.99	SMC138.5.4986	SMC708.18.1122	-99.99	
OGLE-SMC-RRLYR-0056	RRab	6.028755	-72.575889	18.880	19.470	0.590	0.60031050	0.00000260	6000.10663	0.319	0.337	4.172	0.170	3.022	-99.99	SMC136.5.639	SMC707.11.4549	-99.99	
OGLE-SMC-RRLYR-0057	RRab	6.041370	-73.483500	19.106	19.689	0.583	0.63111120	0.00000330	6000.49521	0.333	0.476	4.350	0.242	2.662	-99.99	SMC135.8.3992	SMC708.18.5961	-99.99	
OGLE-SMC-RRLYR-0058	RRab	6.048165	-73.786000	19.233	19.784	0.551	0.57047630	0.00000090	6000.53731	0.698	0.446	4.198	0.372	2.135	-99.99	SMC138.6.4663	SMC714.31.6120	-99.99	
OGLE-SMC-RRLYR-0059	RRab	6.049620	-73.978861	19.514	20.038	0.524	0.46669150	0.00000110	6000.19938	0.734	0.467	4.112	0.365	2.158	-99.99	SMC138.7.5174	SMC714.31.1103	-99.99	
OGLE-SMC-RRLYR-0060	RRab	6.051045	-73.949917	19.085	19.652	0.567	0.58595620	0.00000130	6000.41093	0.538	0.420	4.264	0.256	2.108	-99.99	SMC138.7.4575	SMC714.31.676	-99.99	
OGLE-SMC-RRLYR-0061	RRd	6.054540	-73.076389	19.290	19.787	0.497	0.37037220	0.00000110	6000.18312	0.274	0.166	4.932	0.000	-99.99	-99.99	SMC135.5.2793	SMC707.03.749	-99.99	
OGLE-SMC-RRLYR-0062	RRc	6.082710	-73.126889	19.049	19.570	0.521	0.37933660	0.00000100	6000.20503	0.270	0.151	5.258	0.114	3.417	-99.99	SMC135.5.2806	SMC707.03.301	-99.99	
OGLE-SMC-RRLYR-0063	RRab	6.096540	-73.192694	19.338	19.859	0.521	0.46503740	0.00000060	6000.45316	0.801	0.513	4.215	0.364	2.326	-99.99	SMC135.6.3160	SMC708.26.4378	-99.99	
OGLE-SMC-RRLYR-0064	RRab	6.129705	-72.946139	19.293	19.829	0.536	0.54432200	0.00000070	6000.11978	0.703	0.441	4.192	0.368	2.195	-99.99	SMC136.8.774	SMC707.03.3908	-99.99	
OGLE-SMC-RRLYR-0065	RRd	6.130455	-72.470361	19.171	19.669	0.498	0.36586610	0.00000100	6000.08048	0.269	0.216	5.334	0.000	-99.99	-99.99	SMC136.5.1228	SMC707.20.1231	-99.99	
OGLE-SMC-RRLYR-0066	RRab	6.131085	-72.535861	18.778	19.343	0.565	0.56768910	0.00000050	6000.23109	0.679	0.460	4.150	0.373	2.221	-99.99	SMC136.5.743	SMC707.11.4640	-99.99	
OGLE-SMC-RRLYR-0067	RRc	6.135165	-73.517694	19.188	19.744	0.556	0.30204870	0.00000150	6000.19213	0.166	0.494	4.341	0.000	-99.99	-99.99	SMC135.8.4059	SMC708.18.5859	-99.99	
OGLE-SMC-RRLYR-0068	RRab	6.137910	-73.248583	19.085	19.676	0.591	0.63575250	0.00000320	6000.59396	0.341	0.385	4.465	0.245	2.934	-99.99	SMC135.6.3182	SMC708.26.3902	-99.99	
OGLE-SMC-RRLYR-0069	RRab	6.148215	-74.439278	19.005	19.588	0.583	0.63146890	0.00000260	6000.36771	0.366	0.410	4.376	0.337	2.897	-99.99	SMC139.3.655	SMC714.14.2995	-99.99	
OGLE-SMC-RRLYR-0070	RRd	6.183090	-72.224861	19.248	19.696	0.448	0.39314530	0.00000220	6000.33597	0.270	0.278	5.371	0.000	-99.99	-99.99	SMC140.2.5861	-99.99	-99.99	
OGLE-SMC-RRLYR-0071	RRd	6.184665	-73.063833	19.010	19.542	0.532	0.41872810	0.00000110	6000.15586	0.269	0.288	5.123	0.097	3.498	-99.99	SMC135.5.2856	SMC707.03.429	-99.99	
OGLE-SMC-RRLYR-0072	RRab	6.201750	-73.804500	18.851	19.404	0.553	0.55553230	0.00000150	6000.46296	0.517	0.455	4.352	0.262	2.243	-99.99	SMC138.6.4838	SMC714.31.5417	-99.99	
OGLE-SMC-RRLYR-0073	RRd	6.204000	-72.445278	19.131	19.653	0.522	0.38335620	0.00000110	6000.29592	0.270	0.183	4.872	0.000	-99.99	-99.99	SMC136.5.802	SMC707.20.738	-99.99	
OGLE-SMC-RRLYR-0074	RRd	6.210585	-73.356444	19.147	19.634	0.487	0.37878840	0.00000150	6000.27907	0.275	0.201	4.870	0.118	3.614	-99.99	SMC135.7.3730	SMC713.16.997	-99.99	
OGLE-SMC-RRLYR-0075	RRab	6.213705	-73.202972	19.169	19.704	0.535	0.52252810	0.00000090	6000.42386	0.769	0.457	4.148	0.328	2.122	-99.99	SMC135.6.3238	SMC713.16.5211	-99.99	
OGLE-SMC-RRLYR-0076	RRab	6.216375	-74.003889	19.104	19.702	0.598	0.66419510	0.00000200	6000.44707	0.351	0.455	4.411	0.221	2.781	-99.99	SMC138.7.4735	SMC714.31.505	-99.99	
OGLE-SMC-RRLYR-0077	RRab	6.241830	-74.602472	19.023	19.611	0.588	0.60436650	0.00000240	6000.40544	0.443	0.445	4.389	0.303	2.532	-99.99	SMC139.2.584	SMC714.14.357	-99.99	
OGLE-SMC-RRLYR-0078	RRab	6.247590	-73.376556	18.920	19.472	0.552	0.63514950	0.00000110	6000.39639	0.504	0.382	4.296	0.320	2.368	-99.99	SMC135.7.3313	SMC713.16.475	-99.99	
OGLE-SMC-RRLYR-0079	RRab	6.256755	-73.897167	19.016	19.615	0.599	0.68270900	0.00000400	6000.28317	0.282	0.387	4.554	0.241	2.984	-99.99	SMC138.6.4910	SMC714.31.861	-99.99	
OGLE-SMC-RRLYR-0080	RRab	6.263085	-71.370778	18.969	19.442	0.473	0.50198800	0.00000140	6000.05853	0.528	0.314	4.185	0.148	2.074	-99.99	SMC137.8.258	SMC706.13.1858	-99.99	
OGLE-SMC-RRLYR-0081	RRab	6.268335	-74.636861	19.181	-99.99	-99.99	0.56120820	0.00000760	6000.34159	0.606	0.259	4.506	0.235	2.770	-99.99	SMC139.2.598	SMC714.13.349	-99.99	
OGLE-SMC-RRLYR-0082	RRab	6.270120	-71.236361	19.039	19.614	0.575	0.65775030	0.00000170	6000.31342	0.552	0.506	4.467	0.355	2.810	-99.99	SMC137.7.96	SMC706.22.197	-99.99	
OGLE-SMC-RRLYR-0083	RRab	6.273285	-73.262278	19.078	19.668	0.590	0.60041290	0.00000150	6000.22336	0.527	0.432	4.316	0.363	2.257	-99.99	SMC135.6.2861	SMC713.16.5040	-99.99	
OGLE-SMC-RRLYR-0084	RRab	6.298965	-72.611694	19.006	19.529	0.523	0.57338520	0.00000110	6000.42801	0.680	0.432	4.245	0.385	2.269	-99.99	SMC136.6.2936	SMC707.10.3016	-99.99	
OGLE-SMC-RRLYR-0085	RRab	6.314715	-73.120222	19.071	19.681	0.610	0.67475080	0.00000260	6000.17069	0.467	0.487	4.559	0.348	2.929	-99.99	SMC135.5.2938	SMC713.25.683	-99.99	
OGLE-SMC-RRLYR-0086	RRab	6.317670	-70.987194	18.995	-99.99	-99.99	0.58218430	0.00000110	6000.43091	0.485	0.445	4.092	0.312	1.988	-99.99	SMC137.5.245	-99.99	-99.99	
OGLE-SMC-RRLYR-0087	RRab	6.317835	-73.734889	18.996	19.553	0.557	0.58973020	0.00000180	6000.11812	0.477	0.422	4.516	0.320	2.987	-99.99	SMC138.5.5408	SMC708.17.582	-99.99	
OGLE-SMC-RRLYR-0088	RRc	6.324090	-71.231528	19.302	19.746	0.444	0.34441600	0.00000120	6000.18356	0.326	0.229	4.455	0.000	-99.99	-99.99	SMC137.7.252	SMC706.22.348	-99.99	
OGLE-SMC-RRLYR-0089	RRab	6.338205	-73.765833	19.115	19.699	0.584	0.61224920	0.00000130	6000.44784	0.539	0.424	4.445	0.335	2.343	-99.99	SMC138.4.1212	SMC708.08.6613	-99.99	
OGLE-SMC-RRLYR-0090	RRab	6.345285	-73.246194	19.115	19.633	0.518	0.61159830	0.00000100	6000.17782	0.751	0.462	4.159	0.365	2.326	-99.99	SMC135.6.3366	SMC713.16.5094	-99.99	
OGLE-SMC-RRLYR-0091	RRd	6.347415	-73.928361	18.987	19.502	0.515	0.41986180	0.00000160	6000.36086	0.256	0.236	4.976	0.000	-99.99	-99.99	SMC138.2.534	SMC714.30.911	-99.99	
OGLE-SMC-RRLYR-0092	RRc	6.366045	-71.032917	19.410	19.753	0.343	0.28758890	0.00000440	6000.11808	0.208	0.000	-99.99	0.000	-99.99	-99.99	SMC137.6.271	SMC706.22.493D	-99.99	
OGLE-SMC-RRLYR-0093	RRc	6.370125	-73.914667	19.148	19.630	0.482	0.37415110	0.00000120	6000.12846	0.284	0.186	5.149	0.000	-99.99	-99.99	SMC138.3.544	SMC714.30.975	-99.99	
OGLE-SMC-RRLYR-0094	RRab	6.383295	-73.923361	19.328	19.845	0.517	0.51094510	0.00000090	6000.27447	0.635	0.529	4.258	0.364	2.479	-99.99	SMC138.2.1216	SMC714.30.938	-99.99	
OGLE-SMC-RRLYR-0095	RRab	6.406500	-73.319194	15.675	16.152	0.477	0.48438600	0.00000010	6000.29995	0.820	0.471	4.099	0.370	2.068	-99.99	SMC135.6.2431	SMC713.16.45	AV Tuc	
OGLE-SMC-RRLYR-0096	RRc	6.425085	-72.100472	17.219	17.604	0.385	0.29715360	0.00000020	6000.22100	0.291	0.159	4.909	0.084	3.526	-99.99	SMC140.2.46398	SMC707.27.1783	DY Tuc	
OGLE-SMC-RRLYR-0097	RRab	6.446040	-73.237667	18.966	19.561	0.595	0.61021410	0.00000240	6000.34885	0.427	0.359	4.160	0.309	2.218	-99.99	SMC135.6.3453	SMC713.16.4635	-99.99	
OGLE-SMC-RRLYR-0098	RRab	6.456870	-71.974111	18.857	19.450	0.593	0.64752090	0.00000160	6000.21932	0.473	0.430	4.286	0.342	2.548	-99.99	SMC140.3.58797	SMC707.27.33993	-99.99	
OGLE-SMC-RRLYR-0099	RRab	6.459915	-73.236778	19.099	19.710	0.611	0.69407360	0.00000320	6000.15850	0.417	0.442	4.679	0.255	3.086	-99.99	SMC135.6.3462	SMC713.16.5118	-99.99	
OGLE-SMC-RRLYR-0100	RRab	6.464460	-73.283639	19.094	19.694	0.600	0.62438450	0.00000130	6000.01524	0.528	0.461	4.310	0.356	2.514	-99.99	SMC135.6.3463	SMC713.16.1219	-99.99	
OGLE-SMC-RRLYR-0101	RRab	6.492165	-71.782500	18.742	19.328	0.586	0.62507070	0.00000140	6000.57925	0.370	0.450	4.517	0.300	2.993	-99.99	SMC140.4.15714	SMC706.04.2056	-99.99	
OGLE-SMC-RRLYR-0102	RRab	6.502500	-73.135722	19.025	19.610	0.585	0.54432190	0.00000260	6000.05544	0.566	0.288	4.323	0.121	2.183	-99.99	SMC135.5.3051	SMC707.02.701	-99.99	
OGLE-SMC-RRLYR-0103	RRab	6.532380	-74.337500	19.184	19.795	0.611	0.57100180	0.00000270	6000.21141	0.465	0.437	4.419	0.300	2.502	-99.99	SMC139.4.1031	SMC714.22.399	-99.99	
OGLE-SMC-RRLYR-0104	RRab	6.539160	-72.208000	19.267	-99.99	-99.99	0.52515190	0.00000070	6000.29008	0.594	0.581	3.845	0.000	-99.99	-99.99	SMC140.2.17705	SMC707.27.2532D	-99.99	
OGLE-SMC-RRLYR-0105	RRd	6.545955	-73.398000	19.264	19.758	0.494	0.37169280	0.00000180	6000.27229	0.249	0.150	4.907	0.000	-99.99	-99.99	SMC135.2.986	SMC713.16.887	-99.99	
OGLE-SMC-RRLYR-0106	RRd	6.550080	-74.517639	18.913	19.408	0.495	0.39447920	0.00000140	6000.21910	0.259	0.211	5.006	0.000	-99.99	-99.99	SMC139.2.466	SMC714.13.3028	-99.99	
OGLE-SMC-RRLYR-0107	RRab	6.557625	-73.914611	19.307	19.880	0.573	0.57282900	0.00000160	6000.24879	0.522	0.422	4.258	0.318	2.132	-99.99	SMC138.3.1454	SMC714.30.1600	-99.99	
OGLE-SMC-RRLYR-0108	RRab	6.587835	-71.314861	19.014	19.659	0.645	0.61084370	0.00000140	6000.53626	0.495	0.477	4.301	0.309	2.560	-99.99	SMC137.8.348	SMC706.12.3315	-99.99	
OGLE-SMC-RRLYR-0109	RRab	6.623835	-73.000000	19.109	19.710	0.601	0.59862630	0.00000080	6000.29496	0.583	0.410	4.200	0.342	2.211	-99.99	SMC136.8.3064	SMC707.02.1000	-99.99	
OGLE-SMC-RRLYR-0110	RRab	6.627630	-71.071417	19.090	19.730	0.640	0.66349860	0.00000940	6000.35721	0.132	0.211	4.426	0.000	-99.99	-99.99	SMC137.6.355	SMC706.21.1939	-99.99	
OGLE-SMC-RRLYR-0111	RRc	6.628410	-73.632833	18.969	19.337	0.368	0.30702610	0.00000070	6000.03853	0.308	0.227	4.720	0.081	2.674	-99.99	SMC138.4.890	SMC708.17.1018	-99.99	
OGLE-SMC-RRLYR-0112	RRab	6.635085	-74.681611	19.242	-99.99	-99.99	0.65412760	0.00000130	6000.52105	0.447	0.752	4.041	0.336	-99.99	-99.99	SMC139.1.1967	SMC714.13.438D	-99.99	
OGLE-SMC-RRLYR-0113	RRab	6.635535	-72.346972	19.251	19.867	0.616	0.60027860	0.00000240	6000.09961	0.392	0.437	4.214	0.260	2.247	-99.99	SMC140.1.3857	SMC707.19.4834	-99.99	
OGLE-SMC-RRLYR-0114	RRab	6.641160	-72.770333	19.331	19.942	0.611	0.63682440	0.00000290	6000.62120	0.317	0.408	4.684	0.256	3.124	-99.99	SMC136.7.4230	SMC707.10.769	-99.99	
OGLE-SMC-RRLYR-0115	RRab	6.650160	-73.066972	19.345	19.991	0.646	0.65150340	0.00000550	6000.63727	0.213	0.321	4.173	0.000	-99.99	-99.99	SMC135.4.836	SMC707.02.851	-99.99	
OGLE-SMC-RRLYR-0116	RRab	6.667380	-73.219056	19.049	19.571	0.522	0.58756630	0.00000100	6000.22245	0.630	0.447	4.150	0.335	2.202	-99.99	SMC135.3.1084	SMC713.16.4716	-99.99	
OGLE-SMC-RRLYR-0117	RRab	6.689880	-71.117222	18.778	19.432	0.654	0.76152090	0.00000360	6000.11954	0.326	0.432	4.757	0.205	3.356	-99.99	SMC137.6.216	SMC706.21.1894	-99.99	
OGLE-SMC-RRLYR-0118	RRd	6.697335	-74.139639	18.132	18.597	0.465	0.35607320	0.00000070	6000.08818	0.250	0.208	5.182	0.076	3.172	-99.99	SMC138.1.326	SMC714.22.4014	-99.99	
OGLE-SMC-RRLYR-0119	RRab	6.706245	-74.113806	18.923	19.428	0.505	0.79073530	0.00000210	6000.30446	0.700	0.505	4.725	0.324	3.176	-99.99	SMC138.1.797	SMC714.22.4493	-99.99	
OGLE-SMC-RRLYR-0120	RRab	6.720090	-73.377806	18.933	19.560	0.627	0.61778240	0.00000320	6000.01675	0.457	0.420	4.564	0.317	3.046	-99.99	SMC135.2.568	SMC713.15.648	-99.99	
OGLE-SMC-RRLYR-0121	RRab	6.735585	-72.368972	18.935	19.561	0.626	0.65385640	0.00000200	6000.56457	0.359	0.357	4.273	0.284	2.633	-99.99	SMC140.1.3918	SMC707.19.867	-99.99	
